UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
230,2017-08-12,LP,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,No,No,RAMAN INCONCLUSIVE. NO CUTS,No,Yes,4352,No,,,,1,0,0,2,,Kailin
231,2017-08-12,LP,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,NO CUTS,No,Yes,4409,No,,,,1,0,0,2,,Kailin
232,,LP,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,NO CUTS,No,Yes,4413,No,,,,1,1,0,0,,Kailin
233,2017-08-12,LP,0,0,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,3,Yes,Yes,No,NO CUTS,No,Yes,4422,No,,,,1,1,0,0,,Kailin
234,2017-08-12,LP,1,0,No,Yes,No,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,3,No,No,No,,No,No,3526,No,,,,,,,,,Kailin
235,2017-08-12,SB,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4335,No,,,,1,1,0,0,,Kailin
236,2017-08-12,SB,0,0,No,No,Yes,No,0,0,,No,No,Yes,No,No,No,2,,Yes,7,OTHER,BENZOCAINE,BENZOCAINE,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4391,No,,,,1,0,0,0,GUEST WANTS TO RUB BENZOCAINE ON GUMS,Kailin
237,2017-08-12,MM,0,2,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4286,No,,,,1,1,0,0,,Kailin
238,2017-08-12,MM,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,1620,No,,,,1,1,0,0,,Kailin
239,2017-08-12,MM,0,1,No,Yes,No,No,0,0,,Yes,No,Yes,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4295,No,,,,1,0,0,7,,Kailin
240,2017-08-12,MM,0,0,No,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,5,3,Yes,No,Yes,,No,Yes,3518,No,,,,1,1,0,0,,Kailin
241,2017-08-12,SB,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,2,MDA,,,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4336,No,,,,1,1,0,0,,Kailin
242,2017-08-12,SB,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,EPHEDRINE,EPHEDRINE,,,,,,,,,5,,Yes,No,Yes,,No,Yes,4350,No,,,,1,0,0,0,,Kailin
243,2017-08-12,KM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,7,OTHER,STARCH (UNKNOWN),CARBOHYDRATES,3,COCAINE,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4389,No,,,,1,1,0,0,,Kailin
244,2017-08-12,JD,0,1,Yes,Yes,No,No,4,6,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,NO ERLICH; TEST NOT DONE,No,Yes,4317,No,,,,1,1,0,0,,Kailin
245,2017-08-12,KM,0,1,Yes,Yes,No,No,4,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,2192,No,,,,1,1,0,0,ACCIDENTLY SAVED AS COCAINE; SUPPOSED TO BE MDMA,Kailin
246,2017-08-12,KM,0,1,Yes,Yes,No,No,4,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,2193,No,,,,1,1,0,0,,Kailin
247,2017-08-12,KM,0,1,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4347,No,,,,1,1,0,0,,Kailin
248,2017-08-12,KM,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4362,No,,,,1,0,0,0,,Kailin
249,2017-08-12,KM,0,1,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4348,No,,,,1,1,0,0,,Kailin
250,2017-08-12,KM,0,1,Yes,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4353,No,,,,1,1,0,0,,Kailin
251,2017-08-12,KM,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4373,No,,,,1,1,0,0,,Kailin
252,2017-08-12,KM,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4334,No,,,,,0,0,0,,Kailin
253,2017-08-12,KM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4338,No,,,,1,0,0,0,,Kailin
254,2017-08-12,KM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4339,No,,,,1,1,0,0,,Kailin
255,2017-08-12,AQ,0,2,Yes,No,No,No,4,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,7,OTHER,SAFEROLE,SAFROLE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4358,No,,,,1,1,0,0,,Kailin
256,2017-08-12,AQ,0,2,Yes,No,No,No,4,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4359,No,,,,1,1,0,0,,Kailin
257,2017-08-12,AQ,0,0,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,7,OTHER,SAFROLE,SAFROLE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4346,No,,,,1,0,0,2,,Kailin
258,2017-08-12,AQ,0,0,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4345,No,,,,1,0,0,0,,Kailin
259,2017-08-12,AQ,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,1,MDMA,,,,,,,,,,,4,,Yes,Yes,No,LOW SCORE MDMA,No,Yes,4342,No,,,,1,1,0,0,,Kailin
260,2017-08-12,AQ,0,2,No,No,No,Yes,0,0,,No,No,Yes,No,No,No,11,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4340,No,,,,1,1,0,4,,Kailin
261,2017-08-12,AQ,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4320,No,,,,1,1,0,0,,Kailin
262,2017-08-12,GF,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,PENTYLONE,PENTYLONE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4280,No,,,,1,1,0,0,,Kailin
263,2017-08-12,KM,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,PROCAINE,PROCAINE,,,,,,,,,,,,,2,,No,Yes,No,,No,No,4363,No,,,,,0,0,7,,Kailin
264,2017-08-12,SB/RM,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,11,,No,7,OTHER,COFFEE CREAMER,COFFEE CREAMER,1,MDMA,,,,,,,,,,,3,,Yes,No,Yes,,No,No,4354,No,,,,,0,0,4,,Kailin
265,2017-08-12,RA/IG,0,2,No,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,3,,Yes,No,No,,No,No,4394,No,,,,,0,0,7,,Kailin
266,2017-08-12,RA/IG,0,2,No,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,No,MDMA,MDMA,,,,,,,,,,,,,,,3,,No,Yes,No,,No,Yes,4392,No,,,,,0,0,7,,Kailin
267,2017-08-12,RA/IG,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4398,No,,,,,1,0,0,,Kailin
268,2017-08-12,RA/IG,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,No,3,COCAINE,,,,,,,,,,,,,,,3,,No,No,No,,No,Yes,4385,No,,,,,1,0,0,,Kailin
269,2017-08-12,RA/IG,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,No,MDMA,MDMA,,,MANNITOL,OTHER,,MANNITOL,,,,,,,,,3,,Yes,Yes,No,66%,No,Yes,4408,No,,,,,0,0,0,,Kailin
270,2017-08-12,RA/IG,0,2,Yes,No,Yes,No,1,2,,Yes,No,No,No,No,No,0,,Yes,CELLULOSE,OTHER,,CARBOHYDRATES,MDMA,MDMA,,,,,,,,,,,3,,Yes,Yes,No,50/50,No,Yes,4411,No,,,,,1,0,0,,Kailin
271,2017-08-12,RA/IG,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,10,,Yes,DMT,OTHER,,DMT,PRECURSOR,OTHER,,PRECURSOR,,,,,,,,,3,,No,Yes,No,,No,No,4410,No,,,,,1,0,1,,Kailin
272,2017-08-12,RA/IG,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,SUGAR,OTHER,,CARBOHYDRATES,,,,,,,,,3,3,Yes,Yes,No,90%,No,Yes,4418,No,,,,,0,0,2,,Kailin
273,2017-08-12,RA/IG,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,No,COCAINE,COCAINE,,,,,,,,,,,,,,,3,3,No,Yes,No,,No,Yes,4417,No,,,,,0,0,0,,Kailin
274,2017-08-12,RA/IG,0,2,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,3,,No,Yes,No,,No,Yes,4425,No,,,,,0,0,2,,Kailin
275,2017-08-12,RA/IG,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,No,MDMA,MDMA,,,7,OTHER,,,,,,,,,,,3,4,No,Yes,No,90%/7- QUININE INCERTAIN,No,Yes,4433,No,,,,,1,0,0,,Kailin
276,2017-08-12,IG,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,COCAINE 95%,COCAINE,,,,,,,,,,,,,,,3,4,Yes,Yes,No,5% SUGAR,No,Yes,4432,No,,,,,1,0,0,,Kailin
277,2017-08-12,RM,0,2,Yes,Yes,No,No,1,0,,No,No,Yes,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,2,Yes,Yes,No,,No,Yes,4440,No,,,,1,1,0,0,,Kailin
278,2017-08-12,RM,0,2,Yes,No,Yes,No,0,1,,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4436,No,,,,,1,0,0,,Kailin
279,2017-08-12,KM,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4428,No,,,,1,1,0,0,,Kailin
280,2017-08-12,KM,0,2,Yes,Yes,No,No,0,0,,No,No,Yes,No,No,No,3,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,6,Yes,Yes,No,,No,Yes,4424,No,,,,1,0,,2,,Kailin
281,2017-08-12,KM,0,2,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,4416,No,,,,1,0,0,0,,Kailin
282,2017-08-12,KM,0,0,Yes,Yes,No,No,0,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,2,Yes,Yes,No,,No,Yes,4405,No,,,,1,0,0,0,,Kailin
283,2017-08-12,KM,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,2,2,Yes,Yes,No,,No,No,4404,No,,,,1,1,0,0,,Kailin
284,2017-08-12,RM,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4387,No,,,,1,1,0,1,,Kailin
285,2017-08-12,KM,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,10,,Yes,7,OTHER,DMT,DMT,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,4381,No,,,,1,1,0,0,,Kailin
286,2017-08-12,AQ,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4402,No,,,,1,0,0,0,,Kailin
287,2017-08-12,AQ,0,0,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,No,No,,No,Yes,4401,No,,,,1,1,0,0,,Kailin
288,2017-08-12,AQ,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,7,OTHER,SAFROLE,SAFROLE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4400,No,,,,1,1,0,0,,Kailin
289,2017-08-12,AQ,0,2,Yes,Yes,No,No,1,1,,No,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4374,No,,,,1,0,0,0,,Kailin
290,2017-08-12,AQ,0,2,Yes,No,No,No,3,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,7,OTHER,PROCAINE,PROCAINE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4382,No,,,,1,0,0,0,,Kailin
291,2017-08-12,AQ,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4386,No,,,,1,0,0,0,,Kailin
292,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4403,No,,,,1,0,0,2,,Kailin
293,2017-08-12,AQ,0,1,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4412,No,,,,1,1,0,0,,Kailin
294,2017-08-12,AQ,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,2,Yes,Yes,No,,No,Yes,4414,No,,,,1,0,0,2,,Kailin
295,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4419,No,,,,1,0,0,2,,Kailin
296,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4431,No,,,,,,,,,Kailin
297,2017-08-12,AQ,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4431,No,,,,1,1,0,0,,Kailin
298,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4437,No,,,,1,1,0,0,,Kailin
299,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4444,No,,,,1,1,0,0,,Kailin
300,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,LACTUOSE,LACTOSE,7,OTHER,BAKING SODA,CARBOHYDRATES,,,,,4,,Yes,Yes,No,,No,Yes,4439,No,,,,1,0,0,0,,Kailin
301,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4442,No,,,,1,1,0,7,,Kailin
302,2017-08-12,AQ,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,4445,No,,,,1,1,0,0,,Kailin
303,2017-08-12,SB/RA,0,0,Yes,No,No,No,0,2,,No,No,Yes,No,No,No,0,,Yes,CELLULOSE,OTHER,,CARBOHYDRATES,CIALIS,OTHER,,CIALIS,,,,,,,,,3,,Yes,No,Yes,RAMAN INCONCLUSIVE,No,Yes,4390,No,,,,,0,0,0,,Kailin
304,2017-08-12,RA/IG,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,PHENACITIN,OTHER,,PHENACETIN,COCAINE,COCAINE,,,PSEUDOPHEDRINE,OTHER,,PSEUDOPHEDRINE,,,,,3,,Yes,No,No,25% COCAINE,No,No,4397,No,,,,,0,0,0,,Kailin
305,2017-08-12,RA/IG,0,2,No,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,1,MDMA,,,7,OTHER,MSM,MSM,,,,,3,,Yes,Yes,No,,No,Yes,4393,No,,,,,0,0,7,,Kailin
306,2017-08-12,IG,0,2,Yes,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,No,D-TYROSINE,OTHER,,D-TYROSINE,MSM,OTHER,,MSM,CAFFEINE,OTHER,,CAFFEINE,,,,,3,,Yes,Yes,No,,No,Yes,4448,No,,,,,0,0,,,Kailin
307,2017-08-12,IG,0,2,Yes,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,Yes,D-TYROSINE,OTHER,,D-TYROSINE,MSM,OTHER,,MSM,ASPRIN,OTHER,,ASPRIN,,,,,3,,Yes,Yes,No,,No,Yes,4447,No,,,,,1,0,4,,Kailin
308,2017-08-12,MM,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,07-Mar,query,TIMOLOL,,7,OTHER,METHYLPENTANE,METHYLPENTANE,,,,,,,,,02-May,,Yes,Yes,Yes,,No,Yes,3519,No,,,,0,0,0,4,,Kailin
309,2017-08-12,IG,0,0,Yes,No,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4435,No,,,,,0,0,7,,Kailin
310,2017-08-12,IG,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,2,,No,6,KETAMINE,,,,,,,,,,,,,,,3,,No,Yes,No,,No,No,5001,No,,,,,1,0,0,,Kailin
311,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,No,CAFFEINE,OTHER,,CAFFEINE,COCAINE,COCAINE,,,,,,,,,,,3,,Yes,Yes,No,5% COCAINE,No,Yes,4438,No,,,,,0,0,4,,Kailin
312,2017-08-12,IG/RA,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,No,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4344,No,,,,,1,0,0,,Kailin
313,2017-08-12,IG/RA,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,No,2,MDA,,,1,MDMA,,,7,OTHER,MSM,MSM,7,OTHER,CREATIN,CREATIN,3,,Yes,Yes,No,APPROX 30% MDA & MDMA,No,Yes,4343,No,,,,,1,0,4,,Kailin
314,2017-08-12,IG/RA,0,1,Yes,Yes,No,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4341,No,,,,,1,0,0,,Kailin
315,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,No,Yes,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,5025,No,,,,1,1,0,2,,Kailin
316,2017-08-12,LP,0,0,No,No,Yes,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4430,Yes,,NEGATIVE,,1,1,0,0,,Kailin
317,2017-08-12,LP,0,0,No,No,No,Yes,0,0,,No,No,No,No,No,No,2,,Yes,6,KETAMINE,,,1,MDMA,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,4427,No,,,,1,1,0,0,,Kailin
318,2017-08-12,AQ,0,0,Yes,No,No,No,1,0,,No,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3524,No,,,,1,1,0,0,,Kailin
319,2017-08-12,AQ,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,4,No,Yes,No,,No,No,4461,No,,,,1,0,0,0,,Kailin
320,2017-08-12,AQ,0,0,Yes,No,No,No,1,2,,Yes,No,No,No,No,No,0,,Yes,7,OTHER,STARCH,CARBOHYDRATES,7,OTHER,CORN STARCH,CARBOHYDRATES,7,OTHER,ESGESTEROL,ESGESTEROL,,,,,4,,Yes,Yes,No,,No,Yes,5024,No,,,,0,1,0,4,,Kailin
321,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,No,4457,No,,,,,0,0,,,Kailin
322,2017-08-12,IG,0,0,Yes,No,Yes,No,1,0,,Yes,No,No,No,No,No,10,,Yes,5,AMPHETAMINE,,,,,,,,,,,,,,,3,,No,Yes,No,,No,No,4500,No,,,,,0,0,4,,Kailin
323,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENACETIN,PHENACETIN,,,,,,,,,3,,No,Yes,No,,No,Yes,4530,No,,,,1,0,0,0,,Kailin
324,2017-08-12,RH,0,0,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,TFMPP,TFMPP,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4523,No,,,,1,0,0,2,,Kailin
325,2017-08-12,IG,0,0,No,Yes,No,No,1,1,,No,No,Yes,No,No,No,11,,No,1,MDMA,,,,,,,,,,,,,,,3,,No,No,No,,No,Yes,4518,No,,,,1,0,0,0,,Kailin
326,2017-08-12,IG,0,0,Yes,No,Yes,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4501,No,,,,,1,0,0,,Kailin
327,2017-08-12,IG,0,0,Yes,No,Yes,No,1,0,,No,No,Yes,No,No,No,11,,No,1,MDMA,,,,,,,,,,,,,,,,,Yes,Yes,No,,No,Yes,4499,No,,,,,1,0,0,,Kailin
328,2017-08-12,IG,0,0,Yes,No,Yes,No,0,0,,No,No,Yes,No,No,No,11,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,90%,No,Yes,4495,No,,,,,0,0,0,,Kailin
329,2017-08-12,IG,0,0,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4481,No,,,,,1,0,0,,Kailin
330,2017-08-12,IG,0,2,Yes,No,No,No,0,0,,No,No,Yes,No,No,No,11,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4480,No,,,,,1,0,0,,Kailin
331,2017-08-12,,0,2,Yes,Yes,No,No,1,1,,No,No,Yes,No,No,No,11,,No,MDMA,MDMA,,,,,,,,,,,,,,,,2,Yes,Yes,No,HIGH PURITY,No,Yes,4478,No,,,,,0,0,0,,Kailin
332,2017-08-12,IG,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,2,No,Yes,No,,No,Yes,4429,No,,,,,0,0,,,Kailin
333,2017-08-12,IG,0,0,Yes,No,Yes,No,0,2,,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,7,OTHER,CELLULOSE,CARBOHYDRATES,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4467,No,,,,,0,0,2,,Kailin
334,2017-08-12,IG,0,0,Yes,No,Yes,No,0,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4468,No,,,,,1,0,0,,Kailin
335,2017-08-12,IG,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4465,No,,,,,1,0,0,,Kailin
336,2017-08-12,IG,0,0,Yes,No,Yes,No,0,0,,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,4464,No,,,,,1,0,0,,Kailin
